Article_ID;Sentence;Compound;Date
44970;The estimate for wheat.;0.0;2011-10-06 00:00:00
44970;These more than offset a downgrade of nearly 800.000 tonnes to the estimate for the wheat crop in Germany.;0.0;2011-10-06 00:00:00
44970;led by a 2.2m.tonne upgrade to 136.2m.tonnes in the wheat figure.;0.0;2011-10-06 00:00:00
44970;"It also highlighted Germany's ""wet harvest conditions... which could impact on the quantity of high quality milling wheat available from the 2011 harvest"".";0.0;2011-10-06 00:00:00
44970;corn and wheat crops.;0.0;2011-10-06 00:00:00
44970;RELATED ARTICLES Russian and US sowings to hold up world wheat area UK farmers turn to rapeseed.;0.0;2011-10-06 00:00:00
44970;despite wheat relief Rains lift Aussie wheat while spurning US.;-0.3724;2011-10-06 00:00:00
44970;Ukraine World wheat sowings for 2012 'to hit decade high'  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.1531;2011-10-06 00:00:00
44988;RELATED ARTICLES Morning markets: wheat prices test theory of link to copper Morgan Stanley ranks corn as top commodities bet Speculators snap up crops.;0.2023;2011-10-07 00:00:00
44988;wheat price tie gives clue to rout EXTERNAL LINKS Gold Trading  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.1531;2011-10-07 00:00:00
44989;7  Oct 2011. by Agrimoney.com Wheat prices fall after Ukraine axes export levies Wheat prices reversed early gains after Ukraine's parliament passed the cancellation ofcontroversial export duties on corn and wheat.;0.34;2011-10-07 00:00:00
44989;the prospect of the return by one of the world's main corn and wheat shippers to full export capacity sent prices lower on international markets.;0.0;2011-10-07 00:00:00
44989;winning nearly all wheatshipments to Egypt.;0.5267;2011-10-07 00:00:00
44989;"The UK grain arm of a major world commodities house said thecancellations would ""allow Ukrainian wheat to compete fiercely with Russian and other supplies into Mediterranean markets.";0.2263;2011-10-07 00:00:00
44989;"which is expected to accept Ukrainian wheat in future tenders once quality guarantees are put in place"".";0.4939;2011-10-07 00:00:00
44989;with Ukrainian supplies of quality wheat limited.;-0.2263;2011-10-07 00:00:00
44989;"""there may be a bigger impact on feed wheat"".";0.0;2011-10-07 00:00:00
44989;Chicago wheat for December.;0.0;2011-10-07 00:00:00
44989;London wheat for November lost gains toclose down 2.3% at 146.75 a tonne.;0.0258;2011-10-07 00:00:00
44989;Paris wheatended at E183.50 a tonne.;0.0;2011-10-07 00:00:00
44989;RELATED ARTICLES Tariff plan behind Black Sea blow to vegoil prices Black Sea states deepen divide on wheat exports Ukraine weather weighs in on side of corn vs wheat Ukraine may extend contentious grain export levies  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.0258;2011-10-07 00:00:00
44990;including 268.000 tonnes of winter wheat.;0.0;2011-10-07 00:00:00
45000;10  Oct 2011. by Agrimoney.com Was Canadian wheat behind robust US corn stocks?;0.34;2011-10-10 00:00:00
45000;that investors were right to attribute the US Department of Agriculture's discovery of 200m bushels of extra corn to substitution of the grain for wheat in livestock rations.;0.0;2011-10-10 00:00:00
45000;rather than US wheat.;0.0;2011-10-10 00:00:00
45000;It would explain why  the  USDA also pegged US stocks of wheat higher.;0.0;2011-10-10 00:00:00
45000;reaped a poor quality wheat crop last year.;-0.4767;2011-10-10 00:00:00
45000;leaving it with relatively bounteous supplies of feed wheat.;0.0;2011-10-10 00:00:00
45000;noting that official US data for June and July did not who particularly strong wheat imports from Canada.;-0.4439;2011-10-10 00:00:00
45000;"Alex Bos said: ""I think substitution of US corn with Canadian wheat is happening.";0.0;2011-10-10 00:00:00
45003;with rainfall putting parts of Australia on track for record wheat yields.;0.0;2011-10-10 00:00:00
45003;"""extremely timely rains"" of up to two inches had brought an ""incredible improvement"" to wheat crops.";0.4588;2011-10-10 00:00:00
45003;stoking crop fears Rains lift Aussie wheat while spurning US.;-0.4215;2011-10-10 00:00:00
45003;Ukraine Benign weather fails to boost Aussie wheat outlook  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.4215;2011-10-10 00:00:00
45006;In feed wheat.;0.0;2011-10-10 00:00:00
45006;managed money had a net long of 205 lots in London.traded feed wheat.;0.0;2011-10-10 00:00:00
45006;"with Kansas wheat and soybeans suffered the ""heaviest selling by speculative investors"".";-0.4215;2011-10-10 00:00:00
45006;investors did cover some of their short positions in Chicago wheat.rather than increasing them to reach a record high.;0.0258;2011-10-10 00:00:00
45006;RELATED ARTICLES Speculators stage record exit from ag commodities Funds' appetite to sell more wheat may be limited Sell.off in corn holdings 'may have further to go' Commodities 'spared' as investors flee from risk  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.34;2011-10-10 00:00:00
45024;11  Oct 2011. by Agrimoney.com Upgraded Australian wheat supplies to hit record Hopes rose for Australia's winter crops even as combines began rolling.;0.4215;2011-10-11 00:00:00
45024;with a second successive bumper harvest to leave the country with its highest wheat stocks ever.;0.2263;2011-10-11 00:00:00
45024;Commonwealth Bank of Australia upgraded by 1.7m tonnes to 25.2m tonnes its forecast for the national wheat crop.;0.0;2011-10-11 00:00:00
45024;coming in as wheat with up to 20%.;0.0;2011-10-11 00:00:00
45024;"""This will underpin Australia's 2011.12 wheat export programme.";0.0;2011-10-11 00:00:00
45024;Abares as pegged wheat shipments from Australia.;0.0;2011-10-11 00:00:00
45024;besides weakening further the premium of Western Australian milling wheat over east coast supplies.;-0.3182;2011-10-11 00:00:00
45024;Western Australia milling wheat for January delivery closed down 3.3% at Aus$233.00 a tonne on Tuesday.;0.0;2011-10-11 00:00:00
45024;New South Wales milling wheat for January ended down 2.1% at Aus$228.00 a tonne.;0.0;2011-10-11 00:00:00
45024;RELATED ARTICLES Weaker version of La Nina leaves farmers upbeat Bumper Aussie grains crop to strain silo capacity Weaker version of La Nina leaves farmers upbeat Rains lift Aussie wheat while spurning US.;-0.7184;2011-10-11 00:00:00
45024;Ukraine Benign weather fails to boost Aussie wheat outlook Australia wheat hopes 'simply too high'  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.6808;2011-10-11 00:00:00
45025;Tuesday's grain prices at close Chicago wheat: $6.60  a bushel.;0.0;2011-10-11 00:00:00
45025;+4.9% Paris wheat: E191.75 a tonne.;0.0;2011-10-11 00:00:00
45025;+4.2% London wheat: 151.00 a tonne.;0.0;2011-10-11 00:00:00
45025;But it put a spring in the stride of fellow grain  wheat .;0.0;2011-10-11 00:00:00
45025;which was also gaining some support from ideas that rains on the southern US Plains had not resolved all the problems of drought.hit hard red winter wheat farmers.;0.222;2011-10-11 00:00:00
45025;"""Recent rains across the southern Plains are not enough to offer hard red winter wheat a firm roothold heading into hibernation.""";-0.1027;2011-10-11 00:00:00
45025;(Which trades soft red winter wheat.);0.0;2011-10-11 00:00:00
45027;The country has enough time left in 2011.12 to rebuild its pace of exports sufficient to reach 9m tonnes of wheat and 12.5m tonnes of corn over the full year.;0.0258;2011-10-11 00:00:00
45027;Ukraine's wheat shipments would meet the US Department of Agriculture's forecast and.;0.0;2011-10-11 00:00:00
45027;pegged wheat and corn shipments combined at 20.2m tonnes in the 2011.12 season.;0.0;2011-10-11 00:00:00
45029;December wheat leapt 8.8% in Chicago at one stage to a one.month high of $6.65  a bushel.;0.0;2011-10-11 00:00:00
45029;November milling wheat closed up 4.2%.;0.0;2011-10-11 00:00:00
45029;while London feed wheat fort the same month added 2.5%.;0.0;2011-10-11 00:00:00
45029;in June urged a duty on exports  once the price of third.grade milling wheat tops 6.500 roubles.then about $235 a tonne.;0.5106;2011-10-11 00:00:00
45043;"with a steep cut to wheat feeding estimates condemned as ""a joke"" by one trader.";-0.4215;2011-10-12 00:00:00
45043;slashed by 80m bushels to 160m bushels its forecast for US feed use of wheat in 2011.12.;-0.2263;2011-10-12 00:00:00
45043;"following data two weeks ago showing a surprise  rise in inventories of both corn and wheat ""Where does the USDA get dropping wheat feeding so much without increasing it in corn?""";0.2732;2011-10-12 00:00:00
45043;RELATED ARTICLES Export rivalry cuts \$6bn from US farm income hopes Wheat prices fall as world stocks hit 10.year high Stocks upgrade puts 'writing on wall' for cotton Was Canadian wheat behind robust US corn stocks?;0.4588;2011-10-12 00:00:00
45044;hiked to 202.4m tonnes its forecast for world wheat stocks at the close of 2011.12. the highest figure for 10 years.;0.0;2011-10-12 00:00:00
45044;"""There would seem to be adequate supplies of wheat.""";0.2263;2011-10-12 00:00:00
45044;"""The global wheat carryout estimate of 202m tonnes adds to the bearish tone of the wheat market.""";0.0;2011-10-12 00:00:00
45044;Chicago wheat futures for December tumbled to $6.21  a bushel in early live deals before recovering a little ground to close at $6.26  a bushel.;0.0;2011-10-12 00:00:00
45044;Paris wheat for November finished 3.1% lower at E185.75 a tonne.;-0.296;2011-10-12 00:00:00
45044;with London November wheat down 2.4% at 147.70 a tonne.;0.0;2011-10-12 00:00:00
45044;its estimate for the newly.finished European Union wheat harvest.;0.0;2011-10-12 00:00:00
45044;RELATED ARTICLES Rejigged US feed grain estimates branded 'a joke' Export rivalry cuts \$6bn from US farm income hopes Evening markets: wheat crop upgrade sees grains miss rally Stocks upgrade puts 'writing on wall' for cotton Corn rally changes ideas over key US crop report  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.4215;2011-10-12 00:00:00
45047;Wasde forecasts .2011.12 wheat.;0.0;2011-10-12 00:00:00
45047;analysts urged investors to note the breakdown by type of a higher.than.expected overall US wheat stocks unveiled in a report two weeks ago.;0.0;2011-10-12 00:00:00
45047;"""Hard spring wheat ending stocks could slip below 100m bushels.";-0.1027;2011-10-12 00:00:00
45048;lifted its estimates for domestic corn and wheat inventories at the close of the current crop year.;0.0;2011-10-12 00:00:00
45048;while the figure for wheat imports was raised to 120m bushels.;0.0;2011-10-12 00:00:00
45048;"For wheat. """;0.0;2011-10-12 00:00:00
45048;(+60m bushels) For wheat.;0.0;2011-10-12 00:00:00
45048;Wasde US wheat figures.;0.0;2011-10-12 00:00:00
45048;mildly positive for soybeans and  negative for wheat values Wasde US soybean figures.;0.3818;2011-10-12 00:00:00
45048;"(.23m bushels) ""This report highlights the increased wheat export competition as a result of the aggressiveness of the Black Sea region.""";-0.1779;2011-10-12 00:00:00
45048;The immediate market reaction was to send wheat down 6% in Chicago.;0.0;2011-10-12 00:00:00
45048;RELATED ARTICLES Evening markets: wheat crop upgrade sees grains miss rally Export rivalry cuts \$6bn from US farm income hopes Rejigged US feed grain estimates branded 'a joke' Corn rally changes ideas over key US crop report  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.4215;2011-10-12 00:00:00
45066;13  Oct 2011. by Agrimoney.com Supply hopes turn Goldman gloomier on wheat prices Goldman Sachs.;0.0772;2011-10-13 00:00:00
45066;which two weeks ago cut its forecast for wheat futures.;-0.2732;2011-10-13 00:00:00
45066;who on September 30  lopped up to $1.50 a bushel from forecasts for Chicago wheat futures  after data showed US inventories surprisingly strong.;0.6705;2011-10-13 00:00:00
45066;"wheat prices would ""underperform"".";0.0;2011-10-13 00:00:00
45066;The caution came amid a continuing wave of negative outlooks for wheat prices.;-0.5719;2011-10-13 00:00:00
45066;"Paul Gregory at US broker Allendale said the revised estimates were ""definitely bearish wheat"".";0.4019;2011-10-13 00:00:00
45066;"""was bearish overall for wheat as supplies in wheat producing countries were mostly up.";0.0;2011-10-13 00:00:00
45066;with the main exporters continuing to provide competition to US wheat with cheaper prices In Europe.;0.0;2011-10-13 00:00:00
45066;Chicago wheat for December stood3.2% lower at $6.06  a bushel at 16:00 GMT.;-0.296;2011-10-13 00:00:00
45066;with London wheat for November1.4% lower at 145.50 a tonne.;-0.296;2011-10-13 00:00:00
45066;Paris wheat for November was1.6% downat E182.75 a tonne.;0.0;2011-10-13 00:00:00
45067;with Chicago wheat and soymeal.;0.0;2011-10-13 00:00:00
45068;Corn also came under pressure from fellow grain wheat.;-0.296;2011-10-13 00:00:00
45068;Wheat's decline has returned corn to an unusual premium to wheat.;0.0;2011-10-13 00:00:00
45068;The correlation between prices of Chicago corn and wheat futures reached a record high last month.;0.1027;2011-10-13 00:00:00
45068;where December wheat ended at $6.18 a bushel.;0.0;2011-10-13 00:00:00
45080;besides slowing the sowing of hard red winter wheat used for temporary forage.;-0.1027;2011-10-14 00:00:00
45081;with wheat on the other two.;0.0;2011-10-14 00:00:00
45082;European Union officials acknowledged in a report which disputes US forecasts of a rise in wheat stocks.;-0.2732;2011-10-14 00:00:00
45082;Estimates for EU 2011 wheatcrop Strategie Grains:137.9m tonnes.;0.0;2011-10-14 00:00:00
45082;(of which durum8.0m tonnes) USDA: 136.33m tonnes Coceral:136.201m tonnes.;0.0;2011-10-14 00:00:00
45082;(of which durum7.810m tonnes) EU: 135.113m tonnes.;0.0;2011-10-14 00:00:00
45082;(of which durum7.719m tonnes) Thebloc's wheat harvest.;0.0;2011-10-14 00:00:00
45082;was pegged at 135.1m tonnes including durum.;0.0;2011-10-14 00:00:00
45082;EU wheat inventories at the close of 2011.12 were seen showing a marginal decline to 10.5m tonnes.;0.0;2011-10-14 00:00:00
45101;"Chicago trader Matthew Pierce  who dismissed as  ""a joke"" a USDA cut last week to its estimate for domestic feed wheat use  despite resilient animal numbers  said the department's credibility was at stake.";0.0258;2011-10-17 00:00:00
45101;"US Commoditiestermed the USDA's estimate on wheat feeding ""suspect"".";0.0;2011-10-17 00:00:00
45101;( Link to official site RELATED ARTICLES Rejigged US feed grain estimates branded 'a joke' Was Canadian wheat behind robust US corn stocks?;0.5574;2011-10-17 00:00:00
45103;but lost their nerve a little on wheat.;-0.4497;2011-10-17 00:00:00
45103;in speculators' bet short exposure to Chicago wheat.;0.0;2011-10-17 00:00:00
45104;yet to sign off on legislation passed by parliament to lift duties on corn and wheat exports.;0.0;2011-10-17 00:00:00
45119;RELATED ARTICLES Coffee prices 'vulnerable to a collapse' US admits bafflement at surprise corn stocks find Rejigged US feed grain estimates branded 'a joke' Was Canadian wheat behind robust US corn stocks?;0.4215;2011-10-18 00:00:00
45121;Paris wheat has fallenmore than10% since then.;0.0;2011-10-18 00:00:00
45121;RELATED ARTICLES UK rapeseed exports nearly match those of wheat Rapeseed farmers in UK face risk of profits fall Hot weather rescues Canada wheat.;0.4767;2011-10-18 00:00:00
45122;18  Oct 2011. by Agrimoney.com UK rapeseed exports nearly match those of wheat UK rapeseed shipments nearly recorded the unusual achievement of matching wheat exports.;0.0;2011-10-18 00:00:00
45122;Rapeseed exports also came within 900 tonnes of matching those for wheat.;0.0;2011-10-18 00:00:00
45122;UK wheat exports last season were six time the size of rapeseed shipments.;0.0;2011-10-18 00:00:00
45122;demand for UK wheat has declined thanks to bigger harvests worldwide.;0.34;2011-10-18 00:00:00
45122;Off the map UK wheat exports outside the EU in July and August.;0.0;2011-10-18 00:00:00
45122;The UK is also expected to consume more wheat itself this season.;0.0;2011-10-18 00:00:00
45122;therelatively sluggishpace ofwheat tradeso far in 2011.12. when the UK is seen as having an exportable surplus sufficient to support shipments to average about 200.000 tonnes a month during the season.;0.4019;2011-10-18 00:00:00
45122;London wheat for November closed down 0.5% at 146.70 a tonne.;0.0;2011-10-18 00:00:00
45122;on a day when benchmark wheat contracts rose on Chicago.;0.0;2011-10-18 00:00:00
45122;despite wheat relief  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.2392;2011-10-18 00:00:00
45134;including an attempt at durum futures.;0.0;2011-10-19 00:00:00
45134;are traded  said it expected early next year to start offering trading in barley and wheat futures.;0.0;2011-10-19 00:00:00
45134;and a stranglehold which has made the board the world's top wheat and barley seller.;0.2023;2011-10-19 00:00:00
45134;officials at the Minneapolis Grain Exchange have already revealed plans to accept Canadian spring wheat.;0.3818;2011-10-19 00:00:00
45134;which accounts for the vast majority of the country's wheat crop.;0.0;2011-10-19 00:00:00
45134;against their hard red spring wheat contracts.;-0.1027;2011-10-19 00:00:00
45134;milling wheat and durum.;0.0;2011-10-19 00:00:00
45134;The Minneapolis exchangein February 2003 shelved its own futures in durum.;0.0;2011-10-19 00:00:00
45134;the wheat variety used to make pasta.;0.0;2011-10-19 00:00:00
45134;Canada is a bigger durum grower.;0.0;2011-10-19 00:00:00
45134;It is the top durum exporter.;0.2023;2011-10-19 00:00:00
45134;The US is expecting a 1.4m.tonne durum harvest this year.;0.0;2011-10-19 00:00:00
45134;The milling wheat and durum wheat contracts will be 100 tonnes in size.;0.0;2011-10-19 00:00:00
45137;"soybeans and wheat ensure that ""markets do not become too concentrated"".";0.3818;2011-10-19 00:00:00
45152;with durum in particular growing its appeal in planting programmes.;0.1779;2011-10-20 00:00:00
45152;the influential analysis group forecast a 10% rise in durum area.;0.4404;2011-10-20 00:00:00
45152;soft wheat and winter barley looked set to remain stable.;0.296;2011-10-20 00:00:00
45152;a delayed wheat harvest again tied up some land designated for rapeseed plantings beyond ideal sowing times.;0.3612;2011-10-20 00:00:00
45152;"and this could boost the later.sown winter wheat area.""";0.4019;2011-10-20 00:00:00
45152;The EU soft wheat estimate was upgraded by 200.000 tonnes to 129.2m tonnes.;0.0;2011-10-20 00:00:00
45152;RELATED ARTICLES 'Worse to come' for drought.hit US wheat farmers Supply hopes turn Goldman gloomier on wheat prices Wheat prices fall as world stocks hit 10.year high World wheat sowings for 2012 'to hit decade high'  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.296;2011-10-20 00:00:00
45155;20  Oct 2011. by Agrimoney.com 'Worse to come' for drought.hit US wheat farmers Weather patterns suggest that hard red winter wheat farmers in the US should prepare for another dismally dry season.;-0.5423;2011-10-20 00:00:00
45155;history suggesteda continuation ofthe dearth of rain which has confronted many hard red winter wheat areas.;-0.6705;2011-10-20 00:00:00
45155;FCStone forecasts for US hard red winter wheat.;-0.1027;2011-10-20 00:00:00
45155;'Glimmer of hope' The comments come as hard red winter wheat areas face cold weather which could bring on hibernation.;0.3612;2011-10-20 00:00:00
45155;Kansas hard red winter wheat futures for December delivery closed up 2.8% at $7.25 a bushel on Thursday.;-0.1027;2011-10-20 00:00:00
45175;"""Kazakhstan is using rail trucks to store wheat.""";0.0;2011-10-21 00:00:00
45175;"""There is a large amount of wheat in Kazakhstan.";0.0;2011-10-21 00:00:00
45175;last week lifted its estimate for the Kazakh wheat harvest .;0.0;2011-10-21 00:00:00
45176;21  Oct 2011. by Agrimoney.com EU wheat farmers warned against price optimism Europe's farmers should be wary of hanging on for higher wheat prices.;0.34;2011-10-21 00:00:00
45176;which is interchangeable with wheat in many uses.;0.0;2011-10-21 00:00:00
45176;"""Weareapproachingtheseasonallowincornmarketvaluesandassuchwheatvalueswill correspond.""";0.0;2011-10-21 00:00:00
45176;"""Europeandemandpipelinesare near.filledinqualitywheatspacethroughDecember2011.""";0.0;2011-10-21 00:00:00
45176;claiming that FCStone represents groups accounting for more than 10% of buying of quality wheat in Europe.;0.0;2011-10-21 00:00:00
45176;In the market for quality wheat.;0.0;2011-10-21 00:00:00
45176;where wheat at Baltic ports has enjoyed an unusually strong basis over Paris futures.;0.7841;2011-10-21 00:00:00
45176;the German wheat crop.;0.0;2011-10-21 00:00:00
45200;but cocoa and wheat among the least promising.;-0.438;2011-10-24 00:00:00
45200;soy prices Still scope for speculators to buy more sugar EU wheat farmers warned against price optimism China's corn demand 'far bigger than estimated'  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.3612;2011-10-24 00:00:00
45201;the CFTC data also showed speculators continuing to fail to warm to wheat.;-0.3818;2011-10-24 00:00:00
45201;"""With a bearish Wade report sending the Chicago wheat price down 5.4%.";0.0;2011-10-24 00:00:00
45203;and Chicago wheat about $6.40 a bushel.;0.0;2011-10-24 00:00:00
45203;Forecasts for US wheat 2012.13 and (2011.12) Yield:45.4 bushels per acre.;0.0;2011-10-24 00:00:00
45215;25  Oct 2011. by Agrimoney.com Twin boost to hopes for Aussie milling wheat price Prospects for prices of high.grade Australian wheat received a double boost on Tuesday as speculation mounted over large Chinese buying.;0.8555;2011-10-25 00:00:00
45215;that China had bought 1m tonnes of Australian wheat firmed into a report on Reuters of a purchase of 500.000 tonnes.;0.0;2011-10-25 00:00:00
45215;Last season more than one.third of the wheat crop on the east coast.;0.0;2011-10-25 00:00:00
45215;"""The industry is still carrying a large quantity of 2010.11 feed wheat.";0.0;2011-10-25 00:00:00
45215;"and high protein milling wheat prices would be very well supported.""";0.3384;2011-10-25 00:00:00
45215;Canada lift hopes for rapeseed supplies Upgraded Australian wheat supplies to hit record Weaker version of La Nina leaves farmers upbeat Market split over Yasi.hit Australian sugar output  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.128;2011-10-25 00:00:00
45216;25  Oct 2011. by Agrimoney.com Kazakh wheat price falls to half world levels Kazakh wheat prices fell to roughly half international levels.;0.0;2011-10-25 00:00:00
45216;Prices of third grade milling wheat at the Kazakhstan border with Russia tumbled over August and September by 40% to $132 tonne.;0.0;2011-10-25 00:00:00
45216;Prices of lower.quality fifth grade wheat also plunged 40%.;0.0;2011-10-25 00:00:00
45216;"Kazakhstan continues to experience logistical difficulties with getting its wheat to export markets.""";-0.296;2011-10-25 00:00:00
45216;RELATED ARTICLES Kazakhs 'using rail trucks' to store huge harvest  Bumper Ukraine grain exports back on the agenda Kazakh wheat exports to fly as season progresses   /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.4404;2011-10-25 00:00:00
45218;'Elevated' purchases The CNGOIC also forecast wheat imports hitting 1.5m tonnes in 2011.12. a seven.year high on USDA estimates.;0.0;2011-10-25 00:00:00
45218;The data follow persistent rumours of imports of Australian wheat.;0.0;2011-10-25 00:00:00
45218;Trade data on Monday showed China imported nearly 177.000 tonnes of wheat last month.;0.0;2011-10-25 00:00:00
45235;26  Oct 2011. by Agrimoney.com Ukraine wheat misses out on Egyptian order Ukraine.;-0.2263;2011-10-26 00:00:00
45235;while regaining clearance as an approved wheat exporter to Egypt.;0.4215;2011-10-26 00:00:00
45235;Ukrainian wheat was offered at $249.92 a tonne at the first tender by officials at Egypt's General Authority for Supply Commodities (Gasc) since they readmitted the Black Sea country as a supplier.;0.0772;2011-10-26 00:00:00
45235;and $24 cheaper than Argentine wheat.;0.0;2011-10-26 00:00:00
45235;it failed to beat the $243.33 a tonne at which Louis Dreyfus offered Russian wheat.;-0.5106;2011-10-26 00:00:00
45235;has a backlog of unsold wheat.;0.0;2011-10-26 00:00:00
45235;Official Ukrainian data shows that only some 53% of autumn.sown wheat has emerged.;0.0;2011-10-26 00:00:00
45235;Coupled with the weak start to US hard red winter wheat.;-0.5106;2011-10-26 00:00:00
45235;RELATED ARTICLES Kazakh wheat price falls to half world levels Export taxes cast shadow over Ukraine grain sowing  Bumper Ukraine grain exports back on the agenda Quality cloud over fresh Ukraine.Egypt wheat trade  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.4404;2011-10-26 00:00:00
45240;26  Oct 2011. by Agrimoney.com Aussie farm flags wheat tactic as price fears rise JPT Capital trumpeted the call by its Australian farms to lock in firm wheat prices by selling in advance even as data showing the country's wheat stocks at a record high raised fears for values.;-0.4404;2011-10-26 00:00:00
45240;"The Monaco.based fund management group said that forward selling ""a percentage"" of the newly.started wheat harvest at prices ""above current market rates"" would help its Western Australia farm operations beat expectations in their first full year in its ownership.";0.4019;2011-10-26 00:00:00
45240;"""Despite a softening in wheat prices.";0.0;2011-10-26 00:00:00
45240;'Subdued prospects' The comments came as official statistics revealed that Australia's bulk wheat stocks had closed the 2010.11 season.;0.296;2011-10-26 00:00:00
45240;with  another strong wheat harvest ahead .;0.5106;2011-10-26 00:00:00
45240;"""Record wheat supplies should keep Australian wheat basis subdued over the coming year.";0.0;2011-10-26 00:00:00
45240;"it was ""unlikely that exports and local demand will be sufficient to clear the total wheat supply over the coming year.";0.2732;2011-10-26 00:00:00
45240;'Saturated market' Mr Mathews was particularly downbeat over prospects for prices of feed wheat.;0.3535;2011-10-26 00:00:00
45240;The six.fold rise in feed wheat inventories reflects harvest rains last year which forced the downgrade of swathes of the crop from milling standards.;-0.4588;2011-10-26 00:00:00
45240;"means feed grain prices are ""likely to remain weak compared to high protein milling wheat supplies"".";-0.4404;2011-10-26 00:00:00
45240;"""The wheat production in some of the farms will hit premium hard wheat grades.""";-0.1027;2011-10-26 00:00:00
45240;"""Given the demand for hard wheat.";-0.2263;2011-10-26 00:00:00
45240;RELATED ARTICLES Twin boost to hopes for Aussie milling wheat price Australia.;0.6705;2011-10-26 00:00:00
45240;Canada lift hopes for rapeseed supplies Wheat prices fall as world stocks hit 10.year high Upgraded Australian wheat supplies to hit record Fund braves weather setbacks to snap up Australian farms  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.743;2011-10-26 00:00:00
45266;where profits were depressed by higher wheat costs than a year before.;-0.1027;2011-10-27 00:00:00
45270;27  Oct 2011. by Agrimoney.com Triple blow 'warrants wheat prices a risk premium' Wheat prices require a risk premium to account for disappointing starts to 2012 crops on three fronts.;-0.7506;2011-10-27 00:00:00
45270;The poor health of autumn.sown wheat in Ukraine and the US.;-0.4767;2011-10-27 00:00:00
45270;only a little over half of Ukrainian winter wheat has emerged.;0.0;2011-10-27 00:00:00
45270;where the important hard red winter wheat crop is grown.;0.1027;2011-10-27 00:00:00
45270;"with 44% of wheat in hard red winter wheat states in ""good"" or ""excellent"" condition.";-0.1027;2011-10-27 00:00:00
45270;the most important US hard red winter wheat.;0.1102;2011-10-27 00:00:00
45270;and indeed all.wheat.;0.0;2011-10-27 00:00:00
45270;the condition of the Kansas wheat crop has never improved post.dormancy relative to October conditions.;-0.3724;2011-10-27 00:00:00
45270;boded ill for the hard red winter wheat harvest.;-0.4939;2011-10-27 00:00:00
45270;"the worst.ranked Kansas wheat production years have been preceded by a La Nina.""";0.0;2011-10-27 00:00:00
45270;"'Potential opportunity' Mr Deane added that the ""less.than.ideal"" start to US hard red winter wheat.";0.34;2011-10-27 00:00:00
45270;building in a substantial premium for Kansas hard red winter wheat over the .protein Chicago soft red winter wheat.;0.1027;2011-10-27 00:00:00
45270;RELATED ARTICLES Ukraine wheat misses out on Egyptian order Kazakh wheat price falls to half world levels Twin boost to hopes for Aussie milling wheat price 'Worse to come' for drought.hit US wheat farmers EXTERNAL LINKS Risk Management Software  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.0;2011-10-27 00:00:00
45271;27  Oct 2011. by Agrimoney.com Russian wheat exports 'set for record high' .;0.0;2011-10-27 00:00:00
45271;The International Grains Council hiked by 4m tonnes to 20m tonnes its forecast for Russia's wheat exports in 2011.12. after the country's rapid pace of trade since it reopened for shipments in July.;0.0;2011-10-27 00:00:00
45271;2011.12 and (change on previous estimate) World wheat trade: 132m tonnes.;0.0;2011-10-27 00:00:00
45271;(+1m tonnes) Russian wheat exports: 20m tonnes.;0.0;2011-10-27 00:00:00
45271;(+4.1m tonnes) Ukraine wheat exports: 9m tonnes.;0.0;2011-10-27 00:00:00
45271;raised by 500.000 tonnes to 9m tonnes its forecast for Ukraine wheat shipments.;0.0;2011-10-27 00:00:00
45271;outpace wheat shipments.;0.0;2011-10-27 00:00:00
45271;soybeans and wheat at 2011.12 lows.;-0.2023;2011-10-27 00:00:00
45271;RELATED ARTICLES Triple blow 'warrants wheat prices a risk premium' Ukraine wheat misses out on Egyptian order Kazakh wheat price falls to half world levels  Bumper Ukraine grain exports back on the agenda  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.34;2011-10-27 00:00:00
45286;which found wheat prices below 100 a tonne for much of the period insufficient to cover costs of production.;0.0;2011-10-28 00:00:00
45286;as measured by London's near.term feed wheat contract.;0.0;2011-10-28 00:00:00
45286;RELATED ARTICLES UK rapeseed exports nearly match those of wheat UK farmers turn to rapeseed.;0.0;2011-10-28 00:00:00
